calc_time,funding_interval_hours,last_funding_rate
1678579200001,8,0.00000376
1678608000000,8,0.00009088
1678636800005,8,-0.00004068
1678665600010,8,0.00010000
1678694400018,8,0.00006011
1678723200003,8,0.00010000
1678752000010,8,0.00015042
1678780800009,8,0.00010000
1678809600010,8,0.00029811
1678838400011,8,0.00010000
1678867200000,8,0.00024127
1678896000012,8,0.00022126
1678924800004,8,0.00010000
1678953600018,8,0.00010000
1678982400005,8,0.00010000
1679011200017,8,0.00003311
1679040000010,8,0.00010000
1679068800003,8,0.00010000
1679097600012,8,0.00010000
1679126400000,8,0.00010000
1679155200016,8,0.00010000
1679184000013,8,0.00010000
1679212800024,8,0.00010000
1679241600000,8,0.00010000
1679270400005,8,0.00010000
1679299200012,8,0.00009081
1679328000015,8,0.00010000
1679356800006,8,0.00008118
1679385600004,8,0.00001254
1679414400003,8,0.00000292
1679443200000,8,0.00000268
1679472000003,8,6E-8
1679500800000,8,0.00005334
1679529600016,8,0.00000248
1679558400001,8,-0.00001090
1679587200013,8,0.00010000
1679616000013,8,0.00010000
1679644800012,8,0.00010000
1679673600027,8,0.00010000
1679702400015,8,-0.00000310
1679731200011,8,0.00000425
1679760000011,8,0.00000292
1679788800000,8,6.1E-7
1679817600015,8,-0.00003326
1679846400000,8,0.00003634
1679875200019,8,0.00002905
1679904000009,8,0.00002409
1679932800000,8,-0.00000396
1679961600007,8,-0.00001428
1679990400000,8,0.00001123
1680019200013,8,0.00007531
1680048000010,8,0.00006075
1680076800006,8,0.00007098
1680105600014,8,0.00010000
1680134400000,8,0.00006987
1680163200000,8,0.00005638
1680192000006,8,0.00001123
1680220800003,8,-0.00002712
1680249600006,8,0.00006358
1680278400011,8,0.00010000
1680307200000,8,0.00010000
1680336000000,8,0.00010000
1680364800018,8,0.00008840
1680393600013,8,0.00004527
1680422400014,8,0.00006893
1680451200001,8,0.00004514
1680480000000,8,0.00001759
1680508800013,8,-0.00001240
1680537600011,8,0.00005688
1680566400002,8,-0.00006009
1680595200017,8,-0.00001357
1680624000008,8,-0.00001276
1680652800000,8,0.00002760
1680681600016,8,0.00008517
1680710400004,8,0.00005265
1680739200000,8,0.00001442
1680768000011,8,0.00003598
1680796800000,8,-0.00002975
1680825600006,8,0.00001004
1680854400005,8,-0.00001473
1680883200000,8,0.00001055
1680912000000,8,0.00000268
1680940800014,8,0.00000466
1680969600018,8,0.00003192
1680998400013,8,0.00000950
1681027200024,8,-0.00000904
1681056000010,8,-0.00000853
1681084800000,8,0.00010000
1681113600010,8,0.00010000
1681142400006,8,0.00006167
1681171200008,8,0.00010000
1681200000007,8,0.00010000
1681228800016,8,0.00010000
1681257600006,8,0.00009582
1681286400008,8,0.00008195
1681315200014,8,0.00001747
1681344000027,8,0.00006665
1681372800010,8,0.00004427
1681401600000,8,0.00010000
1681430400001,8,-0.00000113
1681459200008,8,0.00010000
1681488000007,8,0.00003420
1681516800007,8,-0.00004975
1681545600007,8,0.00008455
1681574400011,8,0.00010000
1681603200014,8,0.00007144
1681632000007,8,0.00010000
1681660800002,8,0.00010000
1681689600017,8,0.00010000
1681718400006,8,0.00007376
1681747200000,8,0.00010000
1681776000013,8,0.00004683
1681804800017,8,-0.00000510
1681833600000,8,0.00006772
1681862400022,8,0.00010000
1681891200014,8,0.00006231
1681920000000,8,-8.1E-7
1681948800010,8,0.00008579
1681977600012,8,0.00003668
1682006400012,8,0.00005898
1682035200009,8,0.00006297
1682064000009,8,0.00010000
1682092800003,8,0.00010000
1682121600000,8,0.00010000
1682150400000,8,0.00006858
1682179200016,8,0.00002090
1682208000009,8,0.00003768
1682236800020,8,0.00001376
1682265600007,8,0.00002369
1682294400000,8,0.00004679
1682323200008,8,0.00003694
1682352000006,8,0.00002630
1682380800014,8,0.00005066
1682409600009,8,0.00006606
1682438400015,8,0.00008541
1682467200015,8,0.00004346
1682496000013,8,0.00001686
1682524800001,8,0.00010000
1682553600014,8,0.00002518
1682582400008,8,0.00005769
1682611200005,8,0.00003265
1682640000011,8,0.00010000
1682668800007,8,0.00010000
1682697600006,8,0.00004476
1682726400004,8,3.7E-7
1682755200016,8,0.00006751
1682784000001,8,0.00007826
1682812800008,8,0.00003132
1682841600000,8,0.00003501
1682870400010,8,0.00006078
1682899200004,8,0.00002435
1682928000008,8,-0.00006370
1682956800014,8,0.00000566
1682985600015,8,0.00000968
1683014400018,8,0.00006135
1683043200000,8,0.00001204
1683072000009,8,0.00008568
1683100800003,8,0.00005435
1683129600011,8,0.00005701
1683158400000,8,0.00010000
1683187200000,8,0.00009992
1683216000011,8,0.00004314
1683244800002,8,0.00003731
1683273600000,8,0.00009909
1683302400000,8,0.00008548
1683331200009,8,0.00010000
1683360000000,8,0.00010000
1683388800000,8,0.00010000
1683417600000,8,0.00004321
1683446400000,8,0.00004047
1683475200006,8,0.00006046
1683504000000,8,0.00000720
1683532800007,8,0.00000407
1683561600015,8,0.00003902
1683590400015,8,0.00005110
1683619200000,8,0.00006841
1683648000000,8,0.00000378
1683676800007,8,0.00003752
1683705600003,8,0.00004785
1683734400000,8,0.00003792
1683763200011,8,0.00001596
1683792000000,8,0.00006926
1683820800005,8,0.00005207
1683849600020,8,0.00003633
1683878400001,8,0.00003964
1683907200010,8,0.00002762
1683936000000,8,-1.0E-7
1683964800000,8,0.00005385
1683993600026,8,0.00004494
1684022400029,8,0.00001715
1684051200010,8,0.00003039
1684080000008,8,0.00003537
1684108800006,8,0.00004407
1684137600005,8,-0.00001576
1684166400008,8,-0.00000190
1684195200021,8,0.00008660
1684224000000,8,0.00003165
1684252800000,8,0.00005800
1684281600010,8,0.00008392
1684310400000,8,0.00007029
1684339200001,8,0.00004461
1684368000000,8,0.00010000
1684396800026,8,0.00010000
1684425600019,8,0.00008342
1684454400000,8,0.00002716
1684483200002,8,0.00004474
1684512000000,8,0.00003815
1684540800005,8,0.00005313
1684569600014,8,0.00002455
1684598400020,8,-0.00000849
1684627200014,8,0.00004776
1684656000001,8,0.00007262
1684684800015,8,0.00005071
1684713600028,8,0.00003019
1684742400000,8,0.00000210
1684771200012,8,0.00004770
1684800000006,8,0.00010000
1684828800014,8,0.00010000
1684857600008,8,0.00010000
1684886400000,8,0.00010000
1684915200025,8,0.00002067
1684944000008,8,0.00004362
1684972800000,8,0.00005820
1685001600025,8,0.00010000
1685030400016,8,0.00010000
1685059200000,8,0.00010000
1685088000024,8,0.00009583
1685116800012,8,0.00004953
1685145600012,8,0.00007146
1685174400018,8,0.00008564
1685203200008,8,0.00007362
1685232000017,8,0.00009880
1685260800015,8,0.00010000
1685289600000,8,0.00010000
1685318400000,8,0.00010000
1685347200020,8,0.00010000
1685376000011,8,0.00010000
1685404800003,8,0.00006187
1685433600000,8,0.00009036
1685462400003,8,0.00003861
1685491200013,8,0.00002344
1685520000000,8,0.00002864
1685548800000,8,0.00009865
1685577600008,8,0.00002096
1685606400012,8,0.00009641
1685635200000,8,0.00010000
1685664000000,8,0.00004770
1685692800006,8,0.00009266
1685721600012,8,0.00009946
1685750400000,8,0.00007420
1685779200011,8,0.00010000
1685808000003,8,0.00005566
1685836800000,8,0.00004850
1685865600000,8,0.00010000
1685894400000,8,0.00010000
1685923200005,8,0.00010000
1685952000000,8,0.00009538
1685980800000,8,0.00007856
1686009600000,8,-0.00007157
1686038400009,8,-0.00003047
1686067200013,8,0.00004288
1686096000000,8,0.00010000
1686124800016,8,0.00010000
1686153600000,8,0.00004005
1686182400006,8,0.00005504
1686211200000,8,0.00003090
1686240000000,8,0.00004011
1686268800000,8,0.00006588
1686297600000,8,0.00007916
1686326400000,8,0.00004404
1686355200000,8,0.00008702
1686384000000,8,0.00002417
1686412800000,8,0.00003854
1686441600001,8,0.00004450
1686470400000,8,0.00003197
1686499200000,8,0.00005925
1686528000000,8,0.00008660
1686556800000,8,0.00003065
1686585600001,8,0.00003624
1686614400000,8,0.00010000
1686643200000,8,0.00006180
1686672000000,8,0.00006503
1686700800000,8,0.00002438
1686729600000,8,0.00002716
1686758400000,8,0.00003661
1686787200000,8,-0.00003265
1686816000000,8,0.00006193
1686844800000,8,0.00006687
1686873600000,8,0.00003971
1686902400000,8,0.00000781
1686931200000,8,0.00000236
1686960000000,8,0.00009868
1686988800000,8,0.00010000
1687017600000,8,0.00007543
1687046400000,8,0.00003706
1687075200000,8,0.00008233
1687104000000,8,0.00006705
1687132800000,8,0.00007040
1687161600000,8,0.00006397
1687190400000,8,0.00003690
1687219200001,8,0.00004350
1687248000000,8,-0.00000448
1687276800000,8,-0.00002597
1687305600000,8,0.00006295
1687334400000,8,0.00010000
1687363200000,8,0.00002551
1687392000000,8,0.00010000
1687420800001,8,0.00010000
1687449600000,8,0.00009236
1687478400000,8,0.00010000
1687507200000,8,0.00010000
1687536000000,8,0.00010000
1687564800000,8,0.00010000
1687593600000,8,0.00010000
1687622400000,8,0.00010000
1687651200000,8,0.00010000
1687680000000,8,0.00010000
1687708800000,8,0.00010000
1687737600000,8,0.00010000
1687766400000,8,0.00010000
1687795200000,8,0.00010000
1687824000000,8,0.00010000
1687852800000,8,0.00010000
1687881600000,8,0.00010000
1687910400000,8,0.00010000
1687939200000,8,0.00009302
1687968000000,8,0.00004598
1687996800000,8,0.00006574
1688025600000,8,0.00009300
1688054400000,8,0.00010000
1688083200000,8,0.00010000
1688112000000,8,0.00010000
1688140800001,8,0.00010000
1688169600000,8,0.00010000
1688198400000,8,0.00010000
1688227200000,8,0.00010000
1688256000000,8,0.00010000
1688284800000,8,0.00010000
1688313600001,8,0.00010000
1688342400000,8,0.00010000
1688371200000,8,0.00010000
1688400000000,8,0.00010000
1688428800001,8,0.00010000
1688457600000,8,0.00010000
1688486400000,8,0.00010000
1688515200000,8,0.00010000
1688544000000,8,0.00010000
1688572800000,8,0.00010000
1688601600000,8,0.00010000
1688630400000,8,0.00007720
1688659200000,8,0.00001492
1688688000000,8,0.00000698
1688716800000,8,0.00004221
1688745600000,8,-0.00000658
1688774400000,8,0.00003757
1688803200000,8,0.00002631
1688832000000,8,0.00001686
1688860800000,8,0.00005707
1688889600000,8,0.00006821
1688918400000,8,0.00006153
1688947200000,8,-0.00002182
1688976000000,8,0.00004850
1689004800000,8,0.00002995
1689033600000,8,0.00008010
1689062400000,8,0.00008265
1689091200000,8,0.00003954
1689120000000,8,0.00007041
1689148800000,8,0.00006479
1689177600000,8,0.00004650
1689206400000,8,-0.00001135
1689235200000,8,0.00006120
1689264000000,8,0.00000529
1689292800000,8,0.00010000
1689321600000,8,0.00010000
1689350400000,8,0.00010000
1689379200000,8,-0.00007313
1689408000000,8,0.00003007
1689436800000,8,0.00002984
1689465600001,8,0.00001993
1689494400000,8,0.00007772
1689523200000,8,0.00004583
1689552000000,8,0.00002785
1689580800000,8,0.00006278
1689609600000,8,0.00006261
1689638400000,8,0.00003983
1689667200000,8,0.00006798
1689696000000,8,0.00007477
1689724800000,8,0.00010000
1689753600000,8,0.00005224
1689782400001,8,0.00007690
1689811200000,8,0.00002652
1689840000000,8,0.00009641
1689868800000,8,0.00005563
1689897600001,8,0.00002877
1689926400000,8,0.00000777
1689955200000,8,0.00003717
1689984000000,8,0.00002195
1690012800000,8,0.00000944
1690041600000,8,0.00000177
1690070400000,8,0.00002908
1690099200000,8,0.00010000
1690128000000,8,0.00009372
1690156800000,8,0.00010000
1690185600000,8,0.00004338
1690214400000,8,0.00010000
1690243200000,8,0.00007702
1690272000000,8,0.00006913
1690300800000,8,0.00009465
1690329600000,8,0.00009451
1690358400001,8,0.00010000
1690387200000,8,0.00005768
1690416000000,8,0.00003136
1690444800000,8,0.00003830
1690473600001,8,0.00002876
1690502400000,8,0.00004373
1690531200000,8,0.00006675
1690560000000,8,0.00010000
1690588800000,8,0.00010000
1690617600000,8,0.00004567
1690646400001,8,0.00007530
1690675200000,8,0.00008151
1690704000000,8,0.00005560
1690732800000,8,0.00004357
1690761600000,8,0.00002369
1690790400000,8,0.00007362
1690819200001,8,0.00008239
1690848000000,8,0.00006300
1690876800000,8,0.00006768
1690905600000,8,0.00010000
1690934400000,8,0.00010000
1690963200000,8,0.00010000
1690992000000,8,0.00010000
1691020800000,8,0.00010000
1691049600000,8,0.00010000
1691078400001,8,0.00010000
1691107200000,8,0.00008116
1691136000000,8,0.00010000
1691164800000,8,0.00010000
1691193600000,8,0.00004181
1691222400000,8,0.00010000
1691251200001,8,0.00010000
1691280000000,8,0.00010000
1691308800001,8,0.00010000
1691337600005,8,0.00010000
1691366400000,8,0.00010000
1691395200000,8,0.00007669
1691424000000,8,0.00010000
1691452800000,8,0.00010000
1691481600000,8,0.00009136
1691510400000,8,0.00005944
1691539200000,8,0.00008110
1691568000000,8,0.00009527
1691596800000,8,0.00008877
1691625600001,8,0.00010000
1691654400000,8,0.00010000
1691683200000,8,0.00008277
1691712000000,8,0.00010000
1691740800000,8,0.00010000
1691769600000,8,0.00007123
1691798400000,8,0.00010000
1691827200000,8,0.00010000
1691856000000,8,0.00009305
1691884800000,8,0.00010000
1691913600000,8,0.00004637
1691942400000,8,0.00010000
1691971200001,8,0.00010000
1692000000000,8,0.00010000
1692028800000,8,0.00010000
1692057600001,8,0.00010000
1692086400000,8,0.00010000
1692115200000,8,0.00010000
1692144000000,8,0.00010000
1692172800001,8,0.00010000
1692201600000,8,0.00010000
1692230400000,8,0.00010000
1692259200000,8,0.00010000
1692288000000,8,0.00010000
1692316800000,8,0.00010000
1692345600000,8,-4.6E-7
1692374400000,8,0.00005166
1692403200000,8,-0.00000274
1692432000000,8,-0.00000322
1692460800000,8,-0.00005286
1692489600000,8,-0.00003069
1692518400000,8,-0.00004364
1692547200000,8,-0.00000193
1692576000000,8,-0.00002797
1692604800000,8,0.00000816
1692633600000,8,-0.00001619
1692662400000,8,-0.00000308
1692691200000,8,-0.00001928
1692720000000,8,0.00003048
1692748800000,8,0.00000739
1692777600000,8,-0.00001020
1692806400000,8,0.00003247
1692835200000,8,-0.00002822
1692864000000,8,0.00002506
1692892800000,8,0.00004900
1692921600000,8,-0.00000659
1692950400000,8,0.00002802
1692979200000,8,0.00005218
1693008000000,8,0.00003820
1693036800000,8,0.00005334
1693065600000,8,0.00002096
1693094400000,8,9.9E-7
1693123200000,8,0.00003976
1693152000000,8,0.00001232
1693180800000,8,-0.00000395
1693209600001,8,0.00004424
1693238400001,8,0.00004524
1693267200000,8,0.00000824
1693296000000,8,0.00003769
1693324800000,8,-0.00010934
1693353600000,8,0.00004868
1693382400000,8,0.00005731
1693411200000,8,0.00003944
1693440000000,8,0.00002909
1693468800000,8,0.00006859
1693497600000,8,0.00008105
1693526400000,8,0.00002583
1693555200000,8,0.00005968
1693584000001,8,0.00006254
1693612800000,8,0.00004998
1693641600000,8,0.00001937
1693670400000,8,-0.00002018
1693699200000,8,0.00004839
1693728000000,8,0.00000235
1693756800000,8,0.00002890
1693785600000,8,0.00002690
1693814400000,8,0.00001469
1693843200000,8,-0.00001059
1693872000000,8,5.3E-7
1693900800000,8,0.00001975
1693929600000,8,0.00003366
1693958400000,8,0.00001737
1693987200000,8,-0.00002763
1694016000001,8,0.00002135
1694044800000,8,0.00003830
1694073600000,8,0.00003883
1694102400000,8,0.00006924
1694131200000,8,-0.00001525
1694160000000,8,0.00000512
1694188800000,8,-0.00001691
1694217600000,8,-0.00005057
1694246400000,8,-0.00000377
1694275200000,8,0.00001423
1694304000000,8,-7.3E-7
1694332800000,8,0.00003294
1694361600000,8,0.00002609
1694390400000,8,-0.00000300
1694419200000,8,0.00001823
1694448000001,8,0.00001838
1694476800000,8,0.00002730
1694505600000,8,0.00005425
1694534400000,8,-0.00003502
1694563200000,8,0.00002342
1694592000000,8,0.00001260
1694620800000,8,0.00003099
1694649600000,8,0.00000461
1694678400001,8,0.00003428
1694707200000,8,-0.00004748
1694736000000,8,-0.00002641
1694764800000,8,-0.00000761
1694793600000,8,0.00007561
1694822400000,8,-0.00001381
1694851200000,8,-0.00004320
1694880000000,8,-0.00003161
1694908800000,8,0.00000897
1694937600000,8,0.00001142
1694966400000,8,0.00000649
1694995200000,8,-0.00000508
1695024000000,8,0.00000579
1695052800000,8,-0.00006774
1695081600000,8,0.00002468
1695110400001,8,-0.00001972
1695139200000,8,-0.00001756
1695168000000,8,-0.00002614
1695196800000,8,-0.00003777
1695225600000,8,-0.00000991
1695254400001,8,-2.9E-7
1695283200000,8,0.00004303
1695312000000,8,0.00007429
1695340800000,8,-6.2E-7
1695369600000,8,0.00001034
1695398400000,8,0.00002136
1695427200000,8,0.00006676
1695456000000,8,0.00001556
1695484800000,8,0.00000209
1695513600000,8,-0.00001392
1695542400000,8,0.00004721
1695571200000,8,0.00002887
1695600000000,8,-0.00001260
1695628800000,8,0.00008565
1695657600000,8,0.00004792
1695686400000,8,-0.00003910
1695715200000,8,-0.00001215
1695744000000,8,0.00005626
1695772800000,8,0.00009944
1695801600001,8,0.00003378
1695830400000,8,0.00002074
1695859200000,8,0.00000674
1695888000000,8,-0.00001581
1695916800000,8,-0.00004732
1695945600000,8,-0.00003894
1695974400000,8,-0.00002567
1696003200000,8,0.00000476
1696032000000,8,0.00000643
1696060800000,8,0.00001864
1696089600000,8,0.00001525
1696118400000,8,0.00000295
1696147200000,8,-0.00000619
1696176000000,8,-0.00002263
1696204800000,8,0.00005831
1696233600000,8,0.00000728
1696262400000,8,-0.00001477
1696291200000,8,0.00004172
1696320000000,8,0.00001667
1696348800000,8,0.00002500
1696377600000,8,0.00006031
1696406400000,8,0.00006200
1696435200000,8,-0.00002857
1696464000000,8,-0.00003807
1696492800000,8,-0.00004268
1696521600001,8,-0.00002302
1696550400000,8,-0.00001106
1696579200000,8,0.00001436
1696608000000,8,-0.00003149
1696636800000,8,0.00002124
1696665600000,8,0.00002849
1696694400000,8,0.00002083
1696723200000,8,0.00000314
1696752000001,8,0.00000974
1696780800000,8,0.00005163
1696809600000,8,0.00003992
1696838400000,8,0.00003515
1696867200000,8,0.00007838
1696896000000,8,0.00006349
1696924800000,8,0.00001894
1696953600000,8,0.00004548
1696982400000,8,0.00005918
1697011200000,8,0.00008330
1697040000000,8,0.00006319
1697068800000,8,0.00010000
1697097600000,8,0.00002661
1697126400000,8,0.00007304
1697155200000,8,0.00002294
1697184000000,8,0.00002039
1697212800000,8,0.00002326
1697241600000,8,0.00000105
1697270400000,8,0.00002211
1697299200000,8,0.00002456
1697328000000,8,-0.00001509
1697356800000,8,0.00004292
1697385600000,8,0.00002224
1697414400000,8,0.00000511
1697443200000,8,2.8E-7
1697472000000,8,0.00009644
1697500800000,8,0.00000204
1697529600000,8,0.00001493
1697558400000,8,-0.00002311
1697587200000,8,-0.00003343
1697616000000,8,-0.00001216
1697644800000,8,0.00001644
1697673600000,8,-0.00001028
1697702400001,8,-0.00000624
1697731200000,8,-0.00011006
1697760000000,8,-0.00009272
1697788800005,8,0.00001938
1697817600000,8,0.00002687
1697846400000,8,-0.00001585
1697875200000,8,0.00004374
1697904000000,8,0.00005827
1697932800000,8,0.00002567
1697961600000,8,0.00002579
1697990400000,8,0.00003115
1698019200000,8,0.00008250
1698048000001,8,0.00009590
1698076800001,8,0.00000648
1698105600000,8,0.00010000
1698134400000,8,0.00010000
1698163200000,8,0.00010000
1698192000000,8,0.00010000
1698220800000,8,0.00010000
1698249600001,8,0.00010000
1698278400001,8,0.00010000
1698307200000,8,0.00010000
1698336000000,8,0.00010000
1698364800000,8,0.00010000
1698393600000,8,0.00010000
1698422400000,8,0.00010000
1698451200000,8,0.00010000
1698480000001,8,0.00010000
1698508800000,8,0.00010000
1698537600000,8,0.00010000
1698566400000,8,0.00010000
1698595200000,8,0.00010000
1698624000000,8,0.00010000
1698652800000,8,0.00010000
1698681600000,8,0.00010000
1698710400001,8,0.00010000
1698739200000,8,0.00010000
1698768000000,8,0.00010000
1698796800000,8,0.00010000
1698825600000,8,0.00010000
1698854400000,8,0.00010000
1698883200001,8,0.00010000
1698912000000,8,0.00010000
1698940800000,8,0.00010000
1698969600000,8,0.00010000
1698998400000,8,0.00010000
1699027200000,8,0.00010000
1699056000000,8,0.00010000
1699084800000,8,0.00010000
1699113600000,8,0.00010000
1699142400000,8,0.00010000
1699171200000,8,0.00010000
1699200000000,8,0.00010000
1699228800000,8,0.00010000
1699257600001,8,0.00010000
1699286400000,8,0.00010000
1699315200001,8,0.00010000
1699344000000,8,0.00010000
1699372800000,8,0.00010000
1699401600000,8,0.00010000
1699430400000,8,0.00010000
1699459200000,8,0.00010000
1699488000000,8,0.00010000
1699516800000,8,0.00010000
1699545600000,8,0.00020027
1699574400000,8,0.00010000
1699603200000,8,0.00011682
1699632000000,8,0.00010000
1699660800000,8,0.00010000
1699689600000,8,0.00016607
1699718400000,8,0.00014648
1699747200000,8,0.00015430
1699776000000,8,0.00023487
1699804800001,8,0.00027221
1699833600000,8,0.00032467
1699862400000,8,0.00010893
1699891200000,8,0.00020492
1699920000000,8,0.00017382
1699948800000,8,0.00016369
1699977600001,8,0.00014477
1700006400000,8,0.00010000
1700035200000,8,0.00010000
1700064000000,8,0.00010000
1700092800000,8,0.00010000
1700121600000,8,0.00015199
1700150400001,8,0.00012014
1700179200000,8,0.00010000
1700208000001,8,0.00010000
1700236800001,8,0.00010000
1700265600000,8,0.00010000
1700294400000,8,0.00010000
1700323200000,8,0.00010000
1700352000000,8,0.00010000
1700380800000,8,0.00010000
1700409600000,8,0.00010000
1700438400000,8,0.00010000
1700467200000,8,0.00010000
1700496000000,8,0.00010000
1700524800000,8,0.00010000
1700553600000,8,0.00010000
1700582400000,8,0.00010000
1700611200000,8,0.00010000
1700640000000,8,0.00010000
1700668800000,8,0.00010000
1700697600000,8,0.00010000
1700726400000,8,0.00010000
1700755200001,8,0.00010000
1700784000000,8,0.00010000
1700812800000,8,0.00010000
1700841600000,8,0.00010000
1700870400000,8,0.00010000
1700899200000,8,0.00010000
1700928000000,8,0.00010000
1700956800000,8,0.00010000
1700985600000,8,0.00010000
1701014400000,8,0.00010000
1701043200000,8,0.00010000
1701072000001,8,0.00010000
1701100800000,8,0.00010000
1701129600000,8,0.00010000
1701158400000,8,0.00010000
1701187200000,8,0.00010000
1701216000001,8,0.00010000
1701244800000,8,0.00010000
1701273600000,8,0.00010000
1701302400000,8,0.00010000
1701331200000,8,0.00010000
1701360000000,8,0.00010000
1701388800000,8,0.00010000
1701417600000,8,0.00010000
1701446400000,8,0.00010000
1701475200000,8,0.00009950
1701504000000,8,0.00006973
1701532800000,8,0.00008541
1701561600000,8,0.00010000
1701590400000,8,0.00010000
1701619200000,8,0.00010000
1701648000000,8,0.00010000
1701676800000,8,0.00010000
1701705600000,8,0.00010000
1701734400000,8,0.00010000
1701763200000,8,0.00010000
1701792000000,8,0.00010000
1701820800000,8,0.00010000
1701849600000,8,0.00010000
1701878400000,8,0.00010000
1701907200000,8,0.00010000
1701936000000,8,0.00010000
1701964800000,8,0.00010000
1701993600000,8,0.00010000
1702022400000,8,0.00023288
1702051200000,8,0.00020242
1702080000000,8,0.00011504
1702108800000,8,0.00030159
1702137600000,8,0.00017192
1702166400000,8,0.00020724
1702195200000,8,0.00020383
1702224000000,8,0.00023923
1702252800000,8,0.00014730
1702281600000,8,0.00010000
1702310400000,8,0.00010000
1702339200000,8,0.00010000
1702368000000,8,0.00010000
1702396800000,8,0.00010000
1702425600000,8,0.00011909
1702454400000,8,0.00010162
1702483200001,8,0.00012601
1702512000000,8,0.00010000
1702540800000,8,0.00010000
1702569600000,8,0.00010000
1702598400000,8,0.00010000
1702627200000,8,0.00010000
1702656000000,8,0.00010000
1702684800000,8,0.00010000
1702713600000,8,0.00010000
1702742400001,8,0.00010000
1702771200000,8,0.00010000
1702800000000,8,0.00010000
1702828800000,8,0.00010000
1702857600000,8,0.00013355
1702886400001,8,0.00010000
1702915200000,8,0.00015611
1702944000000,8,0.00010000
1702972800000,8,0.00010000
1703001600000,8,0.00010000
1703030400000,8,0.00010506
1703059200000,8,0.00010000
1703088000000,8,0.00023637
1703116800000,8,0.00027143
1703145600000,8,0.00029216
1703174400000,8,0.00028948
1703203200000,8,0.00030806
1703232000000,8,0.00029610
1703260800000,8,0.00018011
1703289600000,8,0.00016285
1703318400001,8,0.00010000
1703347200000,8,0.00015066
1703376000000,8,0.00010000
1703404800000,8,0.00020790
1703433600000,8,0.00019729
1703462400000,8,0.00010000
1703491200000,8,0.00010000
1703520000000,8,0.00037908
1703548800000,8,0.00043391
1703577600000,8,0.00023757
1703606400000,8,0.00029559
1703635200000,8,0.00027621
1703664000000,8,0.00037942
1703692800000,8,0.00032304
1703721600000,8,0.00013021
1703750400000,8,0.00037879
1703779200000,8,0.00050152
1703808000001,8,0.00055170
1703836800000,8,0.00049912
1703865600000,8,0.00047082
1703894400001,8,0.00033033
1703923200000,8,0.00043580
1703952000000,8,0.00037842
1703980800000,8,0.00027855
1704009600001,8,0.00034573
1704038400000,8,0.00033597
1704067200000,8,0.00037409
1704096000000,8,0.00027213
1704124800000,8,0.00033601
1704153600000,8,0.00065846
1704182400000,8,0.00035179
1704211200000,8,0.00053730
1704240000000,8,0.00021159
1704268800000,8,0.00017123
1704297600000,8,0.00010000
1704326400000,8,0.00010000
1704355200000,8,0.00010000
1704384000000,8,0.00010000
1704412800001,8,0.00010000
1704441600000,8,0.00010000
1704470400000,8,0.00010000
1704499200000,8,0.00010000
1704528000000,8,0.00010000
1704556800000,8,0.00010000
1704585600000,8,0.00010000
1704614400001,8,0.00010000
1704643200001,8,0.00010000
1704672000000,8,0.00010000
1704700800000,8,0.00010000
1704729600000,8,0.00010000
1704758400001,8,0.00010000
1704787200000,8,0.00010000
1704816000000,8,0.00010000
1704844800000,8,0.00010000
1704873600000,8,0.00010000
1704902400000,8,0.00010000
1704931200000,8,0.00010000
1704960000000,8,0.00010000
1704988800000,8,0.00010000
1705017600001,8,0.00010000
1705046400000,8,0.00010000
1705075200000,8,0.00010000
1705104000000,8,0.00010000
1705132800000,8,0.00010000
1705161600001,8,0.00010000
1705190400000,8,0.00010000
1705219200000,8,0.00010000
1705248000001,8,0.00010000
1705276800000,8,0.00010000
1705305600000,8,0.00010000
1705334400000,8,0.00010000
1705363200000,8,0.00010000
1705392000000,8,0.00010000
1705420800001,8,0.00010000
1705449600000,8,0.00010000
1705478400000,8,0.00010000
1705507200000,8,0.00010000
1705536000001,8,0.00010000
1705564800000,8,0.00010000
1705593600000,8,0.00010000
1705622400000,8,0.00010000
1705651200000,8,0.00010000
1705680000002,8,0.00010000
1705708800000,8,0.00010000
1705737600003,8,0.00010000
1705766400000,8,0.00010000
1705795200000,8,0.00010000
1705824000000,8,0.00010000
1705852800000,8,0.00010000
1705881600000,8,0.00010000
1705910400000,8,0.00010000
1705939200000,8,0.00010000
1705968000000,8,0.00010000
1705996800000,8,0.00010000
1706025600000,8,0.00010000
1706054400000,8,0.00010000
1706083200000,8,0.00010000
1706112000000,8,0.00010000
1706140800000,8,0.00010000
1706169600001,8,0.00010000
1706198400000,8,0.00010000
1706227200001,8,0.00010000
1706256000000,8,0.00010000
1706284800000,8,0.00010000
1706313600000,8,0.00008966
1706342400000,8,0.00010000
1706371200000,8,0.00008300
1706400000000,8,0.00010000
1706428800000,8,0.00004725
1706457600000,8,0.00010000
1706486400000,8,0.00010000
1706515200001,8,0.00009142
1706544000000,8,0.00010000
1706572800000,8,0.00010000
1706601600000,8,0.00009492
1706630400001,8,0.00005149
1706659200000,8,0.00002154
1706688000000,8,0.00010000
1706716800000,8,0.00010000
1706745600000,8,0.00010000
1706774400000,8,0.00010000
1706803200002,8,0.00010000
1706832000000,8,0.00010000
1706860800000,8,0.00010000
1706889600000,8,0.00010000
1706918400000,8,0.00007627
1706947200000,8,0.00009042
1706976000001,8,0.00008028
1707004800000,8,0.00008307
1707033600004,8,0.00008846
1707062400000,8,0.00010000
